Country;Category;DateTime;Value;Frequency;HistoricalDataSymbol;LastUpdate
United States;Tourist Arrivals;2015-01-31T00:00:00;5528348;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-02-28T00:00:00;4893897;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-03-31T00:00:00;6176981;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-04-30T00:00:00;6513761;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-05-31T00:00:00;6865244;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-06-30T00:00:00;6213956;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-07-31T00:00:00;7861626;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-08-31T00:00:00;8166951;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-09-30T00:00:00;6534393;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-10-31T00:00:00;6610185;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-11-30T00:00:00;6061547;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2015-12-31T00:00:00;6346637;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-01-31T00:00:00;5614591;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-02-29T00:00:00;4935260;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-03-31T00:00:00;6143910;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-04-30T00:00:00;6042233;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-05-31T00:00:00;6500006;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-06-30T00:00:00;6154158;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-07-31T00:00:00;7594735;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-08-31T00:00:00;7895284;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-09-30T00:00:00;6614195;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-10-31T00:00:00;6723729;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-11-30T00:00:00;5844020;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2016-12-31T00:00:00;6345367;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-01-31T00:00:00;5767752;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-02-28T00:00:00;4851902;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-03-31T00:00:00;5793626;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-04-30T00:00:00;6700656;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-05-31T00:00:00;6253889;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-06-30T00:00:00;6076727;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-07-31T00:00:00;7603790;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-08-31T00:00:00;8088032;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-09-30T00:00:00;6465402;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-10-31T00:00:00;6631863;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-11-30T00:00:00;6053633;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2017-12-31T00:00:00;6654093;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2018-01-31T00:00:00;5904027;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2018-02-28T00:00:00;5213409;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2018-03-31T00:00:00;6620845;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2018-04-30T00:00:00;6907642;Monthly;UNITEDSTATOUARR;2018-10-04T13:56:00
United States;Tourist Arrivals;2018-05-31T00:00:00;6734056;Monthly;UNITEDSTATOUARR;2018-11-08T17:36:00
